Client_ID,churn_probability,expected_value_remaining,priority_score,risk_tier,value_tier,segment,recommended_action
2070-FNEXE,0.8803231,1834.8000000000002,1615.216845917702,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6317-YPKDH,0.65761936,718.8,472.69679388999936,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
9367-WXLCH,0.95786005,2028.0,1942.5401866436005,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1918-ZBFQJ,0.76740813,1902.0,1459.6102681159973,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1024-GUALD,0.8833384,595.2,525.7630107879639,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
2472-OVKUP,0.9618699,2184.0,2100.7238516807556,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1285-OKIPP,0.956367,1917.6000000000001,1833.9293895721437,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7825-ECJRF,0.9254289,2558.3999999999996,2367.6173666954037,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7841-TZDMQ,0.7833179,1104.0,864.7829875946045,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
9408-SSNVZ,0.9788289,1683.6000000000001,1647.956347846985,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0742-MOABM,0.8061034,1201.1999999999998,968.2914140939711,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2232-DMLXU,0.9160735,1324.8000000000002,1213.61417427063,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8937-RDTHP,0.9796637,2030.3999999999999,1989.109236717224,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1251-KRREG,0.7800985,1305.6,1018.4965988159179,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0094-OIFMO,0.6023561,2280.0,1373.3718538284302,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
9947-OTFQU,0.9679403,1785.6000000000001,1728.354147720337,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0322-YINQP,0.83505064,1165.1999999999998,973.0010086297988,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
4629-NRXKX,0.9254352,1689.6000000000001,1563.6152893066408,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9514-JDSKI,0.9525628,964.8000000000001,919.0325981140137,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
4959-JOSRX,0.90092975,1070.4,964.3552033424378,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
7273-TEFQD,0.8112945,987.5999999999999,801.2344443082809,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
3606-TWKGI,0.69797146,2565.6000000000004,1790.7155859947206,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6323-AYBRX,0.113347754,251.55,28.51262748911977,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
4385-GZQXV,0.8946484,2266.8,2027.9889322042468,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6366-ZGQGL,0.9529845,595.2,567.2163814544679,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
5940-AHUHD,0.91492283,1694.3999999999999,1550.2452489852903,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6432-TWQLB,0.9484869,2049.6000000000004,1944.0187997817998,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4484-GLZOU,0.9705527,2101.0,2039.131186723709,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9512-UIBFX,0.96575403,2283.6000000000004,2205.395907783509,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5583-SXDAG,0.9599001,1680.0,1612.6321363449097,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3488-PGMQJ,0.6707548,1788.0,1199.3095650672913,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3580-REOAC,0.7854264,1076.4,845.4329535484314,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
7534-BFESC,0.4298388,1826.3999999999999,785.0575959920883,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
6390-DSAZX,0.9499424,1766.3999999999999,1677.9782730102538,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8098-LLAZX,0.8258968,2290.8,1891.9643884420395,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0265-EDXBD,0.5294773,1797.6000000000001,951.7883913516999,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
7563-BIUPC,0.9795558,1934.3999999999999,1894.8527117729186,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2321-OMBXY,0.16728067,1927.1999999999998,322.38331489562984,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
2840-XANRC,0.954112,2235.6000000000004,2133.0127722501757,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5020-ZSTTY,0.5110588,1484.1000000000001,758.462376022339,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
5804-LEPIM,0.9375804,1688.3999999999999,1583.01075861454,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0122-OAHPZ,0.9533031,1772.3999999999999,1689.6344120979309,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2868-SNELZ,0.92106783,1934.3999999999999,1781.7136178970336,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4322-RCYMT,0.41187912,303.2,124.88174986839294,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
6680-NENYN,0.5971703,2510.3999999999996,1499.1363043785093,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
1343-EHPYB,0.66284484,930.6,616.8434050440788,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
2034-GDRCN,0.9080404,2169.6000000000004,1970.0844612121584,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0219-YTZUE,0.925592,2035.1999999999998,1883.764849090576,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0623-IIHUG,0.6681089,1005.5999999999999,671.8502902507781,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
4572-DVCGN,0.966743,1926.0,1861.947003364563,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9057-MSWCO,0.5778368,738.0,426.4435669183731,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
1010-DIAUQ,0.9908648,2316.0,2294.84290766716,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0259-GBZSH,0.98105776,2055.6000000000004,2016.662337827683,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9601-BRXPO,0.9565064,2518.8,2409.2482485294345,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6905-NIQIN,0.8964409,1215.6,1089.7135862588882,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5167-ZFFMM,0.8880753,2180.3999999999996,1936.3593669176098,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4895-TMWIR,0.578147,478.79999999999995,276.8167807817459,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
0533-BNWKF,0.5388429,1452.65,782.7501626372338,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
6599-CEBNN,0.65594345,1774.8000000000002,1164.1684409379961,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0979-PHULV,0.8218801,298.35,245.20792847871783,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
4800-VHZKI,0.6366369,477.59999999999997,304.0577895641327,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
7989-CHGTL,0.9024713,470.40000000000003,424.52250137329105,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
0334-GDDSO,0.8904047,1952.3999999999999,1738.4261386871337,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0578-SKVMF,0.96669614,1999.1999999999998,1932.6189293861387,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5564-NEMQO,0.94969046,1807.1999999999998,1716.2806014060973,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9063-ZGTUY,0.0657542,213.39999999999998,14.03194575458765,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
2957-LOLHO,0.95619774,1089.6,1041.8730560302733,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
7752-XUSCI,0.5648256,1270.8000000000002,717.780365395546,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
4110-PFEUZ,0.9270087,1669.1999999999998,1547.3629027605054,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0256-LTHVJ,0.93244654,1945.1999999999998,1813.795008444786,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0880-TKATG,0.9739121,2427.6000000000004,2364.269062185288,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3811-VBYBZ,0.8048757,2395.2,1927.838209247589,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4640-UHDOS,0.8628556,1342.8000000000002,1158.6425174474718,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3583-EKAPL,0.7687848,1320.0,1014.7959637641907,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9399-APLBT,0.9764544,1792.8000000000002,1750.587407398224,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2359-KMGLI,0.79555815,1926.0,1532.2450057268143,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0306-JAELE,0.9039,2306.3999999999996,2084.7550229072567,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6227-HWPWX,0.9213439,1656.0,1525.745535850525,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0447-BEMNG,0.80030364,1087.1999999999998,870.090115213394,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
5949-XIKAE,0.9430605,2005.1999999999998,1891.0249493122099,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8372-JUXUI,0.82040954,1784.3999999999999,1463.9387766838072,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0388-EOPEX,0.78339434,1785.6000000000001,1398.8289276123048,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8205-OTCHB,0.44852746,1050.0,470.95382809638977,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
6235-VDHOM,0.32742628,682.8,223.56666709184645,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
7783-YKGDV,0.9183793,2392.8,2197.4980052948,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5609-CEBID,0.84137857,2258.3999999999996,1900.1693615913389,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7218-HKQFK,0.97117215,2260.8,2195.6260056495667,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4636-QRJKY,0.9286997,1932.0,1794.2477667331696,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5956-VKDTT,0.9793498,1784.3999999999999,1747.55176885128,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9412-GHEEC,0.7350417,2515.2,1848.7768283843993,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0257-ZESQC,0.8144783,1804.8000000000002,1469.97039642334,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6825-UYPFK,0.97068566,1814.3999999999999,1761.212063026428,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
8397-MVTAZ,0.88908935,2401.2,2134.8813374519345,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9282-IZGQK,0.92806613,2040.0,1893.2549142837524,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1342-JPNKI,0.8310645,2065.2,1716.3144513845443,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2817-NTQDO,0.11157173,1093.1999999999998,121.97021434307096,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
6986-IJDHX,0.07139871,2071.2,147.88101373314856,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
5301-GAUUY,0.65181506,1928.3999999999999,1256.9601555347442,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0939-YAPAF,0.96336114,2406.0,2317.846912622452,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4710-FDUIZ,0.93624496,1604.8,1502.4859191894532,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1218-VKFPE,0.43194613,456.0,196.9674346446991,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
3627-FHKBK,0.98254275,1807.1999999999998,1775.651263618469,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2865-TCHJW,0.86937124,2140.8,1861.1499406814576,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5192-EBGOV,0.9771886,2056.8,2009.881486129761,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0719-SYFRB,0.83633226,1479.6,1237.437214207649,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3419-SNJJD,0.47986504,736.75,353.5405714288354,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
6543-CPZMK,0.58945894,718.8,423.70308780670166,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
4765-OXPPD,0.8006001,1560.0,1248.936173915863,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1009-IRMNA,0.73886275,480.0,354.6541213989258,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
4554-YGZIH,0.92668957,2071.15,1919.3130929261447,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5099-BAILX,0.7179449,2658.0,1908.297597527504,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7207-RMRDB,0.8246964,738.5,609.0383073687553,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
4913-EHYUI,0.14928538,1672.8,249.7245770931244,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
0195-IESCP,0.8922457,2046.0,1825.5347224473953,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4580-TMHJU,0.23943393,1347.6,322.6611631572246,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
0970-ETWGE,0.96563864,2149.2,2075.3505598068236,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1626-ERCMM,0.97862005,2269.2,2220.6846227645874,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0887-HJGAR,0.9141608,1096.8000000000002,1002.6515523433687,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
5644-PDMZC,0.9525734,2148.0,2046.1277031898499,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
9576-ANLXO,0.43906608,1669.1999999999998,732.8891044735908,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
2024-BASKD,0.9388724,1790.3999999999999,1680.9571394920347,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4160-AMJTL,0.29865324,471.59999999999997,140.8448703289032,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
4464-JCOLN,0.6175695,476.40000000000003,294.2101127386093,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
5650-VDUDS,0.44869384,582.0,261.1398158669472,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
7538-GWHML,0.9543581,1671.6000000000001,1595.305001449585,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3859-CVCET,0.90376544,1095.6,990.1654160499572,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
3276-HDUEG,0.9658916,1801.1999999999998,1739.7639492988585,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0823-HSCDJ,0.67473066,983.0,663.2602373361588,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
0822-GAVAP,0.8307274,832.8000000000001,691.8297773838044,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
1448-PWKYE,0.88930434,1920.0,1707.4643325805664,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0067-DKWBL,0.9667454,1182.0,1142.6930351257324,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
2276-YDAVZ,0.93770134,1802.3999999999999,1690.1129033088682,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5896-NPFWW,0.83488655,1203.6,1004.8694526672363,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7133-VBDCG,0.7042219,1916.3999999999999,1349.5708573579786,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1029-QFBEN,0.5129265,469.20000000000005,240.6651226758957,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
4952-YSOGZ,0.9347203,2062.8,1928.1409890174868,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1589-AGTLK,0.73122424,1088.4,795.8644615888596,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
5244-IRFIH,0.57575995,2268.0,1305.823560476303,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
2684-EIWEO,0.885689,2200.8,1949.2243955612184,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6439-GTPCA,0.70325816,2094.0,1472.6225802898407,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
5138-WVKYJ,0.7005485,2365.2,1656.9373822689056,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
6683-VLCTZ,0.9424216,2365.2,2229.0156040906904,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2189-WWOEW,0.72639924,2061.6000000000004,1497.544679117203,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1894-IGFSG,0.9408771,2142.0,2015.3587052822113,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7379-POKDZ,0.946011,1687.1999999999998,1596.1097707271574,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0236-HFWSV,0.8707189,2240.3999999999996,1950.7586154699322,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3900-AQPHZ,0.29803926,477.59999999999997,142.34354939460752,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
5842-POCOP,0.50358945,2133.6000000000004,1074.458453321457,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
2037-XJFUP,0.68765336,2299.2,1581.0526116371154,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
7314-OXENN,0.920862,1968.0,1812.2564535140991,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0322-CHQRU,0.43680605,1088.4,475.4197080016136,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
4678-DVQEO,0.9313951,1252.8000000000002,1166.8517981529237,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0691-IFBQW,0.68390566,2640.0,1805.5109453201294,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3009-JWMPU,0.29678375,967.5,287.1382735669613,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
1450-GALXR,0.955083,2364.0,2257.8162417411804,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3138-BKYAV,0.89490825,2048.3999999999996,1833.1300580263135,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
4289-DTDKW,0.9198045,2431.2,2236.2287331104276,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
1820-TQVEV,0.9309626,1669.1999999999998,1553.9628089189528,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2239-JALAW,0.08964578,1445.5,129.58297589048743,Low risk,High value,Low risk + High value,Nurture - quarterly business review + upsell content roadmap
4853-RULSV,0.5482232,208.0,114.03042507171631,Low risk,Low value,Low risk + Low value,"Monitor - automated health score, standard support"
6275-YDUVO,0.9466488,2068.8,1958.426988887787,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
0115-TFERT,0.9472856,2668.8,2528.115789413452,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
2311-QYMUQ,0.91877294,2146.8,1972.4217387199403,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3643-AHCFP,0.8234649,2294.3999999999996,1889.3577987670894,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
3104-OWCGK,0.74065197,1091.4,808.3475547552109,High risk,Low value,High risk + Low value,Automated nudge - email/portal tips + self-serve content check
9101-BWFSS,0.76267713,2388.1,1821.3492615163325,High risk,High value,High risk + High value,Save now - senior advisor call + content strategy review within 7 days
